,budget,genres,id,keywords,original_language,original_title,popularity,production_companies,production_countries,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,cast,release_year,profit_loss
1047,45000000,"Drama, Thriller, Crime, Mystery",10731,"suicide, brother brother relationship, witness protection, principal witness , brother, investigation, search for witnesses, lawyer, gangster",en,The Client,17.746719,"Regency Enterprises, Alcor Films, Warner Bros.",United States of America,117615211,119.0,English,Released,The Client,6.4,278,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia, Bradley Whitford, Will Patton, Brad Renfro, Anthony Edwards, J. T. Walsh, Anthony Heald, Kim Coates, Kimberly Scott, David Speck, William H. Macy, Rebecca Jernigan",1994,72615211
1048,45000000,"Drama, Comedy",7350,"africa, himalaya, brain tumor, wife husband relationship, sense of life, male friendship, safari, dying and death, wish, journey round the world, terminal illness, billionaire, father daughter relationship, estranged father, elderly, bucket list, taj mahal",en,The Bucket List,31.305335999999997,"Two Ton Films, Zadan / Meron Productions, Reiner / Greisman Productions",United States of America,175372502,97.0,English,Released,The Bucket List,7.0,1111,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Alfonso Freeman, Rowena King, Rob Morrow, Annton Berry Jr., Verda Bridges, Destiny Brownridge, Brian Copeland, Ian Anthony Dale, Jennifer Defrancisco, Angela Gardner, Noel Gugliemi, Jonathan Hernandez, Karen Maruyama, Amber Mead, Serena Reeder, Christopher Stapleton, Taylor Ann Thompson, Dawn Lewis",2007,130372502
1049,45000000,"Drama, Action, Thriller, Crime",9869,"assassination, assassin, repayment, ira, jack ryan",en,Patriot Games,19.637704,"Paramount Pictures, Mace Neufeld Productions",United States of America,178051587,117.0,English,Released,Patriot Games,6.3,433,"Harrison Ford, Anne Archer, Patrick Bergin, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Sean Bean, Richard Harris, Alex Norton, Hugh Fraser, David Threlfall, Alun Armstrong, Berlinda Tolbert, Gerald Sim, Pip Torrens, Thomas Russell, Andrew Connolly, Keith Campbell, Jonathan Ryan, P.H. Moriarty, Bob Gunton, Ted Raimi, Brenda James",1992,133051587
1050,43000000,"Romance, Comedy",4379,"bad mother-in-law, surgeon, dogsitter, falling in love",en,Monster-in-Law,10.411996,"New Line Cinema, Spring Creek Productions, BenderSpink, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG","United States of America, Germany",154749918,101.0,"Český, English, Português",Released,Monster-in-Law,5.6,406,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott, Monet Mazur, Annie Parisse, Will Arnett, Elaine Stritch, Stephen Dunham, Harriet Sansom Harris, Christina Masterson, Randee Heller, Mark Moses, Stephanie Turner, Jenny Wade, Amber Mead, Gian Franco Tordi",2005,111749918
1051,46000000,"Drama, Thriller, Crime",146233,"pennsylvania, kidnapping, maze, vigilante, rural setting, candlelight vigil",en,Prisoners,88.496873,"Alcon Entertainment, Madhouse Entertainment, 8:38 Productions",United States of America,122126687,153.0,English,Released,Prisoners,7.9,3085,"Hugh Jackman, Jake Gyllenhaal, Paul Dano, Maria Bello, Melissa Leo, Viola Davis, Terrence Howard, Dylan Minnette, Zoë Borde, Wayne Duvall, David Dastmalchian, Len Cariou, Sandra Ellis Lafferty, Erin Gerasimovich, Kyla Drew Simmons, Brad James, Anthony Reynolds, Robert C. Treveiler, Victoria Staley, Todd Truley, Brian Daye, Alisa Harris, Robert Mello, Jeff Pope, Rodrick Goins, Mark Drum, Lana Yoo, Pam Smith, Gloria Webber, Michelle Keller, John Atwood, Stacy Melich, J. Omar Castro, Jane McNeill",2013,76126687
1052,45000000,"Action, Crime, Drama, Thriller",2034,"police brutality, war on drugs, drug traffic, drug dealer, los angeles, gang member, mexican american, barrio, cholo",en,Training Day,52.081131,"Village Roadshow Pictures, NPV Entertainment, Warner Bros., Outlaw Productions (I), WV Films II","Australia, United States of America",104876233,122.0,"English, Pусский, Español, 한국어/조선말",Released,Training Day,7.3,1634,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Cliff Curtis, Snoop Dogg, Dr. Dre, Eva Mendes, Nick Chinlund, Jaime Osorio Gómez, Charlotte Ayanna, Kyjel N. Jolly, Raymond Cruz",2001,59876233
1053,45000000,"Comedy, Family, Science Fiction",926,"space battle, spaceship, spoof, fictional tv show",en,Galaxy Quest,30.816340999999998,"DreamWorks SKG, Gran Via Productions",United States of America,90683916,102.0,English,Released,Galaxy Quest,6.9,710,"Tim Allen, Sigourney Weaver, Alan Rickman, Tony Shalhoub, Sam Rockwell, Daryl Mitchell, Enrico Colantoni, Robin Sachs, Jed Rees, Justin Long, Missi Pyle, Patrick Breen, Jeremy Howard, Sam Lloyd, Rainn Wilson, J.P. Manoux, Dian Bachar, Heidi Swedberg, Kevin McDonald, Kaitlin Cullum, Jonathan Feyer",1999,45683916
1054,45000000,Comedy,4248,"sex, exorcism, secret door",en,Scary Movie 2,35.37697100000001,"Gold/Miller Productions, Wayans Bros. Entertainment, Dimension Films, Brad Grey Pictures","Canada, United States of America",141220678,83.0,English,Released,Scary Movie 2,5.4,982,"Anna Faris, Marlon Wayans, James DeBello, Shawn Wayans, David Cross, Christopher Masterson, Regina Hall, Tim Curry, Kathleen Robertson, Chris Elliott, James Woods, Andy Richter, Tori Spelling, Vitamin C, Veronica Cartwright",2001,96220678
1055,45000000,"Comedy, Family, Music",64328,"musical, the muppets, robot, oil tycoon, studio tour, duringcreditsstinger",en,The Muppets,17.047276,Walt Disney Pictures,United States of America,165184237,103.0,English,Released,The Muppets,6.5,501,"Amy Adams, Jason Segel, Emily Blunt, John Krasinski, Zach Galifianakis, Jack Black, Jim Parsons, Mickey Rooney, Neil Patrick Harris, Chris Cooper, Ken Jeong, Alan Arkin, Matt Vogel, David Rudman, Rashida Jones, Selena Gomez, Steve Whitmire, Dave Grohl, Eric Jacobson, Dave Goelz, Justin Tinucci, Sarah Silverman, Eddie Pepitone, Bill Barretta, Peter Linz, Bill Cobbs, Kristen Schaal, Eddie 'Piolin' Sotelo, Raymond Ma, Shu Lan Tuan, Donald Glover, Dahlia Waingort, Jonathan Palmer, Don Yanan, Michael Albala, Julia Marie Franzese, Gunnar Smith, Connor Gallagher, Justin Marco, Cameron Kasal, Aria Noelle Curzon, James Carville, Leslie Feist, Whoopi Goldberg, Judd Hirsch, Rico Rodriguez, David Bobin",2011,120184237
1056,45000000,"Horror, Action",36647,"suicide, hero, vampire, bite, fistfight, supernatural, vampire hunter, superhero, rivalry, tragic hero, good vs evil, one man army, extreme violence, martial arts master, scientist, violence, disarming someone, blade, machine gun, english subtitles in original, hypodermic needle, microscope, secret headquarters, bullet dodging, bullet time, kicked in the groin, x rayed skeleton, mouth guard, escapade, imaginary, deadly, master warrior, supernatural ability, fang vamp",en,Blade,43.815492,"New Line Cinema, Amen Ra Films, Imaginary Forces, Marvel Enterprises",United States of America,131183530,120.0,"Pусский, English",Released,Blade,6.5,1905,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue, Udo Kier, Arly Jover, Traci Lords, Kevin Patrick Walls, Tim Guinee, Sanaa Lathan, Eric Edwards, Donna Wong, Carmen Thomas, Shannon Lee, Kenny Johnson, Clint Curtis, Judson Scott, Sidney S. Liufau, Keith Leon Williams, Andray Johnson, Stephen R. Peluso, Marcus Aurelius, John Enos III, Eboni 'Chrystal' Adams, Lyle Conway, Freeman White, D.V. DeVincentis, Marcus Salgado, Esau McKnight Jr., Erl Van Douglas, Matt Schulze, Lennox Brown, Yvette Ocampo, Irena Stepic, Jenya Lano, Levan Uchaneishvili, Richard 'Dr.' Baily, Nikki DiSanto, Ryan Glorioso, Jeff Imada, Elliott James, Stephen Norrington, Gerald Okamura, Frankie Ray, Carrie Seeley, Beth Theriac, Ted King",1998,86183530
1057,30000000,Drama,7214,"black people, autoritian education, sport, high school, scholarship, basketball, violence in schools, teacher, teachers and students",en,Coach Carter,23.234651,"Paramount Pictures, MTV Films, Tollin/Robbins Productions","Germany, United States of America",76669806,136.0,English,Released,Coach Carter,7.3,496,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Channing Tatum, Texas Battle, Lacey Beeman, Octavia Spencer, Allison Kyler, Cindy Chiu",2005,46669806
1058,45000000,"Action, Adventure, Crime, Thriller",1537,"new york, custody battle, suspense, lawyer",en,Changing Lanes,17.270539000000007,Paramount Pictures,United States of America,94935764,89.0,English,Released,Changing Lanes,5.9,299,"Ben Affleck, Samuel L. Jackson, Kim Staunton, Toni Collette, Sydney Pollack, Matt Malloy, William Hurt, John Benjamin Hickey, Amanda Peet, Michael Pitt, Myra Lucretia Taylor",2002,49935764
1059,45000000,"Adventure, Horror, Thriller",9360,"amazon, jungle, anaconda, film crew, killer snake, river boat, amazon river, animal horror",en,Anaconda,27.684779,"Columbia Pictures Corporation, Middle Fork Productions, Iguana Producciones, Skylight Cinema Foto Art, St. Tropez Films, Cinema Line Film Corporation","Brazil, Peru, United States of America",136885767,89.0,English,Released,Anaconda,4.7,610,"Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz, Owen Wilson, Jonathan Hyde, Kari Wuhrer, Vincent Castellanos, Danny Trejo, Frank Welker",1997,91885767
1060,45000000,Comedy,6282,"bar, musical, beautiful woman",en,Coyote Ugly,26.79781,"Jerry Bruckheimer Films, Touchstone Pictures",United States of America,113916474,100.0,English,Released,Coyote Ugly,5.8,575,"Piper Perabo, Adam Garcia, John Goodman, Izabella Miko, Tyra Banks, Maria Bello, Bridget Moynahan, Greg Collins, Chip Chinery, Michael Bay, Stephanie Hodge, Carla Alapont, Sarah Jane Morris, Kaitlin Olson, Melanie Lynskey, Susan Yeagley, JJ Snyder, Whitney Dylan, Melody Perkins, Johnny Knoxville",2000,68916474
1061,40000000,"Comedy, Romance, Drama",508,"london england, male nudity, female nudity, love at first sight, usa president, marseille, office, christmas party, marriage proposal, bars and restaurants, press conference, language barrier, prime minister, rock star, tv show, metal detector, war on terror, school performance, multiple storylines",en,Love Actually,37.073127,"Universal Pictures, DNA Films, StudioCanal, Working Title Films","United Kingdom, United States of America",244931766,135.0,"English, Français, Português",Released,Love Actually,7.0,1869,"Keira Knightley, Heike Makatsch, Emma Thompson, Laura Linney, Hugh Grant, January Jones, Bill Nighy, Gregor Fisher, Colin Firth, Sienna Guillory, Liam Neeson, Kris Marshall, Martin Freeman, Joanna Page, Chiwetel Ejiofor, Andrew Lincoln, Nina Sosanya, Billy Bob Thornton, Alan Rickman, Martine McCutcheon, Thomas Brodie-Sangster, Rodrigo Santoro, Rowan Atkinson, Claudia Schiffer, Ivana Miličević, Elisha Cuthbert, Shannon Elizabeth, Denise Richards, Sheila Allen, Lúcia Moniz, Julia Davis, Edward Hardwicke, Caroline John, Declan Donnelly, Adam Godley, Frances de la Tour, Richard Curtis, Olivia Olson, Laura Rees",2003,204931766
1062,120000000,"Adventure, Animation, Comedy, Family",9487,"winter, fight, ant, invention, collector, ant-hill, kids and family, grass, duringcreditsstinger",en,A Bug's Life,87.350802,"Walt Disney Pictures, Pixar Animation Studios",United States of America,363258859,95.0,English,Released,A Bug's Life,6.8,2303,"Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Bonnie Hunt, Joe Ranft, Jonathan Harris, Madeline Kahn, Richard Kind, Denis Leary, Dave Foley, David Hyde Pierce, Michael McShane, John Ratzenberger, Brad Garrett, Roddy McDowall",1998,243258859
1063,35000000,"Horror, Mystery, Thriller",768,"loss of family, drug addiction, jack the ripper",en,From Hell,26.134678,"Twentieth Century Fox Film Corporation, Underworld Entertainment","Czech Republic, United Kingdom",74558115,122.0,"English, Magyar, Pусский",Released,From Hell,6.6,741,"Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane, Ian Richardson, Jason Flemyng, Katrin Cartlidge, Terence Harvey, Susan Lynch, Paul Rhys, Lesley Sharp, Estelle Skornik, Nicholas McGaughey, Annabelle Apsion, Joanna Page, Samantha Spiro, Sophia Myles, Ralph Ineson, John Owens, Mark Dexter, Danny Midwinter, David Schofield, Peter Eyre, Rupert Farley, Ian McNeice, Cliff Parisi",2001,39558115
1064,45000000,"Action, Thriller",2636,"explosive, revenge, explosives expert",en,The Specialist,16.582709,"Jerry Weintraub Productions, Warner Bros., Iguana Producciones","Peru, United States of America",170362582,110.0,English,Released,The Specialist,5.5,313,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger, Eric Roberts, Mario Ernesto Sánchez, Sergio Doré Jr., Chase Randolph, Jeana Bell, Brittany Paige Bouck, Emilio Estefan, LaGaylia Frazier",1994,125362582
1065,45000000,"Comedy, Drama, Romance",10478,"lover (female), golf, man-woman relation, sport, woman between two men",en,Tin Cup,10.731574,"Regency Enterprises, Warner Bros.",United States of America,53854588,135.0,English,Released,Tin Cup,5.9,150,"Kevin Costner, Don Johnson, Cheech Marin, George Perez, Rene Russo, Linda Hart, Dennis Burkley, Rex Linn, Lou Myers, Richard Lineback, Mickey Jones, Michael Milhoan",1996,8854588
1066,0,"Comedy, Drama, Family",27983,"nurse, widow, children, parent, sibling",en,"Yours, Mine and Ours",2.0941509999999997,"Desilu Productions, Walden Productions",United States of America,0,111.0,English,Released,"Yours, Mine and Ours",6.2,26,"Lucille Ball, Henry Fonda, Van Johnson, Tom Bosley, Louise Troy, Sidney Miller, Morgan Brittany, Tracy Nelson, Tim Matheson",1968,0
1067,45000000,"Romance, Comedy, Family",9981,"father son relationship, generations confilct, sport, amateur soccer, soccer coach",en,Kicking & Screaming,8.99269,Universal Pictures,United States of America,56070433,95.0,"English, Italiano",Released,Kicking & Screaming,5.6,176,"Will Ferrell, Robert Duvall, Kate Walsh, Musetta Vander, Josh Hutcherson, Steven Anthony Lawrence, Mike Ditka, Dylan McLaughlin, Jeremy Bergman, Elliott Cho, Erik Walker, Alessandro Ruggiero, Dallas McKinney, Francesco Liotti, Sammy Fine, David Herman, Rachael Harris, Jim Turner, Laura Kightlinger, Timmy Deters",2005,11070433
1068,50000000,"Adventure, Comedy, Family, Science Fiction",7453,"bureaucracy, england, dolphin, android, based on novel, chase, space travel, galaxy, spaceship, alien, stop motion, survival, hitchhiker, robot, alien invasion, everyman, hyperspace, meaning of life, based on radio show, alien attack, bathrobe, destruction of earth, intergalactic travel, islington england, talking robot",en,The Hitchhiker's Guide to the Galaxy,51.742065000000004,"Spyglass Entertainment, Everyman Pictures, Hammer & Tongs, Touchstone Pictures",United States of America,104478416,109.0,English,Released,The Hitchhiker's Guide to the Galaxy,6.6,1315,"Martin Freeman, Zooey Deschanel, Sam Rockwell, Yasiin Bey, John Malkovich, Helen Mirren, Stephen Fry, Anna Chancellor, Bill Bailey, Dominique Jackson, Thomas Lennon, Bill Nighy, Alan Rickman, Steve Pemberton, Albie Woodington, Warwick Davis, Richard Griffiths, Ian McNeice, Mark Gatiss, Reece Shearsmith",2005,54478416
1070,45000000,"Horror, Action, Science Fiction",7737,"clone, mutant, post-apocalyptic, dystopia, conspiracy, evil corporation, zombie, based on video game",en,Resident Evil: Extinction,12.065380000000001,"Impact Pictures, Davis-Films, Constantin Film Produktion, Resident Evil Productions","Australia, France, Germany, United Kingdom, United States of America",148412065,94.0,English,Released,Resident Evil: Extinction,6.1,1292,"Milla Jovovich, Oded Fehr, Ali Larter, Iain Glen, Mike Epps, Ashanti, Spencer Locke, Matthew Marsden, Linden Ashby, Jason O'Mara, Joe Hursley, James Tumminia, Madeline Carroll, Christopher Egan",2007,103412065
1071,40000000,Comedy,232672,"africa, blind date, relationship, family vacation, family",en,Blended,44.120328,"Happy Madison Productions, Karz Entertainment, Warner Bros., Gulfstream Pictures",United States of America,123494610,117.0,English,Released,Blended,6.6,1006,"Drew Barrymore, Adam Sandler, Wendi McLendon-Covey, Bella Thorne, Terry Crews, Joel McHale, Lauren Lapkus, Kevin Nealon, Alyvia Alyn Lind, Emma Fuhrmann, Anna Colwell, Abdoulaye N'Gom, Kyle Red Silverstein, Braxton Beckham, Zak Henri, Jessica Lowe, Shaquille O'Neal, Dan Patrick, Alexis Arquette, Mary Pat Gleason, Allen Covert, Jared Sandler, Sadie Sandler, Jackie Sandler, Jackie Goldston, Sunny Sandler, Judith Sandler, Susan Yeagley, Tim Herlihy, Josette Eales, Hannah Covert",2014,83494610
1073,45000000,"Action, Adventure, Crime, Thriller",8987,"river, robber, boston, bank robber, marriage crisis, hostage-taking, rafting, criminal, white water rafting",en,The River Wild,12.362876,"Universal Pictures, David Foster Productions, Turman-Foster Company",United States of America,0,111.0,English,Released,The River Wild,6.1,210,"Meryl Streep, David Strathairn, Kevin Bacon, Benjamin Bratt, John C. Reilly, Joseph Mazzello, Stephanie Sawyer, William Lucking, Elizabeth Hoffman, Victor Galloway",1994,-45000000
1074,45000000,"Adventure, Family, Fantasy",11359,"cupboard, games, puppet, parallel world, toy comes to life",en,The Indian in the Cupboard,11.095914,"Paramount Pictures, Columbia Pictures Corporation, The Kennedy/Marshall Company",United States of America,0,96.0,English,Released,The Indian in the Cupboard,5.9,134,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat, Steve Coogan, David Keith, Sakina Jaffrey, Vincent Kartheiser, Nestor Serrano",1995,-45000000
1075,45000000,"Crime, Drama, Thriller",82525,"widow, american abroad, eye gouging, dea agent, shot in the shoulder, gun in mouth, filmed killing, southern california, improvised explosive device, surrogate daughter, shot in the throat, laguna beach california, enforcer, gardner, skull mask, dea",en,Savages,31.856589000000003,"Ixtlan, Relativity Media, Onda Entertainment",United States of America,82966152,131.0,English,Released,Savages,6.2,766,"Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson, Benicio del Toro, Salma Hayek, John Travolta, Demián Bichir, Emile Hirsch, Mía Maestro, Diego Cataño, Joaquín Cosio, Sandra Echeverría, Antonio Jaramillo, Ali Wong, Trevor Donovan",2012,37966152
1076,25000000,"Action, Adventure, Crime, Thriller",9759,"bank, mobile phone, telephone, weapon, police, duringcreditsstinger",en,Cellular,24.459948,New Line Cinema,"Germany, United States of America",56422687,94.0,English,Released,Cellular,6.1,537,"Chris Evans, Kim Basinger, Jason Statham, Jessica Biel, William H. Macy, Will Beinbrink, Valerie Cruz, Brenda Ballard, Caroline Aaron, Chase Bloch, Chelsea Bloch, Chantille Boudousque, Robin Brenner, Richard Burgi, Paige Cannon, Nikki Christian, John Churchill, Greg Collins, Esther Mercado",2004,31422687
1077,40000000,"Adventure, Action, Comedy",9486,"spy, hero, queen, intelligence, coronation, funeral, secret agent, queen elisabeth ii, weapon, spoof, explosion, agent, pen, duringcreditsstinger",en,Johnny English,28.029015,"Universal Pictures, StudioCanal","France, United Kingdom",160583018,88.0,"日本語, English, Français",Released,Johnny English,6.0,852,"Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos, Ben Miller, Greg Wise, Douglas McFerran, Steve Nicolson, Terence Harvey, Kevin McNally, Tim Pigott-Smith, Nina Young, Rowland Davies, Philippa Fordham, Tim Berrington, Simon Bernstein, Kevin Moore",2003,120583018
1078,50000000,"Fantasy, Adventure, Animation, Comedy, Family",9906,"ant, child hero, shrinking, ant-hill, children",en,The Ant Bully,20.239061,"Playtone, Warner Bros., Legendary Entertainment, DNA Productions",United States of America,55181129,88.0,English,Released,The Ant Bully,5.5,366,"Julia Roberts, Meryl Streep, Nicolas Cage, Paul Giamatti, Bruce Campbell, Regina King, Lily Tomlin, Larry Miller, Cheri Oteri, Zach Tyler, Ricardo Montalban, Myles Jeffrey, Creagen Dow, Frank Welker, Mark DeCarlo, Jake T. Austin, Allison Mack, S. Scott Bullock, Paul Greenberg, Rob Paulsen",2006,5181129
1079,40000000,"Action, Science Fiction, Adventure",841,"prophecy, witch, monster, telepathy, atomic bomb, space marine, emperor, mutation, insurgence, space travel, guild, duke, water, chosen one, dystopia, jihad, spice, war, messiah, denunciation",en,Dune,25.876582,Dino De Laurentiis Company,United States of America,30925690,137.0,"English, Italiano",Released,Dune,6.5,562,"Kyle MacLachlan, Francesca Annis, Leonardo Cimino, Brad Dourif, José Ferrer, Linda Hunt, Freddie Jones, Richard Jordan, Virginia Madsen, Silvana Mangano, Everett McGill, Kenneth McMillan, Jack Nance, Siân Phillips, Jürgen Prochnow, Patrick Stewart, Sting, Dean Stockwell, Max von Sydow, Sean Young, Alicia Witt",1984,-9074310
1080,0,"Adventure, Drama, Music, Romance",4688,"riot, protest, musical, music, cultural difference, university, fantasy sequence, anti war, police arrest, march, woman director, 1960s",en,Across the Universe,11.872841000000001,"Revolution Studios, Team Todd",United States of America,0,133.0,English,Released,Across the Universe,7.1,410,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, T.V. Carpio, Spencer Liff, Lisa Hogg, Nicholas Lumley, Michael Ryan, Angela Mounsey, Robert Clohessy, Erin Elliott, Christopher Tierney, Curtis Holbrook, Bono, Salma Hayek, Mandy Gonzalez, Destan Owens, Cicily Daniels, Saycon Sengbloh, Sam Kitchin, Chris McGarry, Frank Hopf, Logan Marshall-Green, Ted Lochwyn, William Atkinson",2007,0
1081,35000000,"Drama, Romance",4148,"adultery, jealousy, infidelity, career, marriage crisis, connecticut",en,Revolutionary Road,20.360549,"DreamWorks SKG, Scott Rudin Productions, BBC Films, Neal Street Productions, Evamere Entertainment, Goldcrest Pictures","United Kingdom, United States of America",75225693,119.0,English,Released,Revolutionary Road,6.7,796,"Leonardo DiCaprio, Kate Winslet, Michael Shannon, Kathryn Hahn, David Harbour, Kathy Bates, Ty Simpkins, Ryan Simpkins, Richard Easton, Dylan Baker, Zoe Kazan, Max Casella, Jay O. Sanders, Kristen Connolly, John Behlmann, Max Baker, Keith Reddin, Dylan Clark Marshall, Marin Ireland",2008,40225693
1082,55000000,"Action, Adventure, Crime, Thriller",2207,"mission of murder, male bonding, doing the right thing, people change",en,16 Blocks,32.31022,"Donners' Company, Cheyenne Enterprises, Alcon Entertainment, Nu Image Entertainment GmbH, Millennium Films, Emmett/Furla Films, Equity Pictures Medienfonds GmbH & Co. KG III, 16 Block Productions","United States of America, Germany",65664721,105.0,English,Released,16 Blocks,6.2,661,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern, David Zayas, Casey Sander, Cylk Cozart, Robert Racki, Patrick Garrow, Sasha Roiz, Conrad Pla, Hechter Ubarry, Richard Fitzpatrick, Peter McRobbie, Michael F. Keenan, Robert Clohessy, Tig Fong, David Sparrow, Beatriz Yuste, Danny Lima, Angela Seto",2006,10664721
1083,70000000,"Action, Adventure, Science Fiction, Thriller",9381,"submarine, baby, secret, future, mercenary, prosecution, protection, dystopia, moral conflict, smuggling, vision, pregnant, cyberpunk, sect",en,Babylon A.D.,27.568194000000002,"StudioCanal, M6 Films, Canal+, CinéCinéma, Babylon, Babylon Films Limited, M6, MNP Entreprise","France, United Kingdom",72108608,101.0,"English, Pусский",Released,Babylon A.D.,5.4,676,"Vin Diesel, Michelle Yeoh, Mélanie Thierry, Lambert Wilson, Charlotte Rampling, Gérard Depardieu, Mark Strong, Jérôme Le Banner, Joel Kirby, Souleymane Dicko, Radek Bruna, David Belle, Jan Unger, Abraham Belaga, David Gasman, Gary Cowan, Lemmy Constantine, Pete Thias, Curtis Matthew",2008,2108608
1084,45000000,"Action, Adventure, Crime, Drama, Thriller",9625,"secret agent, past, cop, series of murders, homicide detective",en,The Glimmer Man,6.250282,"Warner Bros., Seagal/Nasso Productions",United States of America,0,92.0,English,Released,The Glimmer Man,4.7,100,"Steven Seagal, Keenen Ivory Wayans, Bob Gunton, Brian Cox, Michelle Johnson, Johnny Strong, John M. Jackson, Stephen Tobolowsky, Ryan Cutrona, Richard Gant, Alexa PenaVega, Nikki Cox",1996,-45000000
1085,45000000,"Comedy, Fantasy, Science Fiction",9304,"clone, mistake in person, cloning, experiment gone wrong, construction",en,Multiplicity,11.120344000000001,Columbia Pictures Corporation,United States of America,0,117.0,English,Released,Multiplicity,5.5,154,"Michael Keaton, Andie MacDowell, Harris Yulin, Eugene Levy, Zack Duhame, Katie Schlossberg, Richard Masur, Ann Cusack, John de Lancie, Judith Kahan, Brian Doyle-Murray, Obba Babatundé, Julie Bowen, Dawn Maxey, Kari Coleman, Steven Kampmann, Michael Milhoan, Skip Stellrecht, Jim Piddock, Robin Duke, Suzanne Herrington, Robert Ridgely, Glenn Shadix, Dennis R. Lyell, Richard Plon, Harold Plon, Justine A. Johnston, George Wallace, Michael Klesic",1996,-45000000
1086,45000000,"Adventure, Comedy, Family, Fantasy, Science Fiction",20856,"alien, comedy, duringcreditsstinger, beforecreditsstinger, live action and animation",en,Aliens in the Attic,13.707182999999999,"Twentieth Century Fox Film Corporation, Regency Enterprises, Josephson Entertainment, New Upstairs Productions, Upstairs Canada Productions","Canada, United States of America",57881056,86.0,English,Released,Aliens in the Attic,5.3,244,"Carter Jenkins, Austin Butler, Kevin Nealon, Robert Hoffman, Doris Roberts, Tim Meadows, Ashley Boettcher, Henri Young, Regan Young, Ashley Tisdale, Malese Jow, Gillian Vigman, Andy Richter, Maggie VandenBerghe, J.K. Simmons, Josh Peck, Thomas Haden Church, Kari Wahlgren",2009,12881056
1087,35000000,"Crime, Drama, Mystery, Thriller",5955,"promise, murder, drawing, porcupine, pledge, retirement party, criminal profile",en,The Pledge,12.495436,"Epsilon Motion Pictures, Franchise Pictures, Morgan Creek Productions, Clyde Is Hungry Films, Pledge Productions",United States of America,29400000,123.0,English,Released,The Pledge,6.5,215,"Jack Nicholson, Aaron Eckhart, Helen Mirren, Robin Wright, Vanessa Redgrave, Sam Shepard, Benicio del Toro, Mickey Rourke, Harry Dean Stanton, Patricia Clarkson, Dale Dickey, Tom Noonan, Adrien Dorval, Michael O'Keefe, Beau Daniels, Wendy Morrow Donaldson",2001,-5600000
1088,45000000,"Comedy, Music",9899,"cheating, adolf hitler, success, music, blonde, funny nazi, producer, broadway musical, aftercreditsstinger, woman director",en,The Producers,6.803965,"Sony Pictures, Gaumont Columbia Tristar Films",United States of America,38058335,134.0,English,Released,The Producers,6.1,151,"Matthew Broderick, Uma Thurman, Will Ferrell, Eileen Essell, Gary Beach, Michael McKean, David Huddleston, Debra Monk, Andrea Martin, Jon Lovitz, Meg Gillentine, Bryn Dowling, Kevin Ligon, Ray Wills, Marilyn Sokol, Brent Barrett, Tory Ross, Brad Oscar, Nathan Lane, Roger Bart, Dan Bittner",2005,-6941665
1089,45000000,"Adventure, Action",9826,"secret identity, gold, gangster boss, phantom, silver, power, battle for power, jade, based on comic book, jungle, masked hero, crystal skull",en,The Phantom,9.025236,"Paramount Pictures, Village Roadshow Pictures, The Ladd Company","Australia, United States of America",17300889,100.0,English,Released,The Phantom,4.7,136,"Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones, James Remar, Cary-Hiroyuki Tagawa, Bill Smitrovich, Casey Siemaszko, David Proval, Joseph Ragno, Samantha Eggar, Jon Tenney, Patrick McGoohan, Robert Coleby, Al Ruscio",1996,-27699111
1090,57000000,"Drama, Romance, Western",21355,"dancing, chess, prisoner, coffin, wrong accusal, ranch, airplane, beating, jail, rifle, corpse, lasso, cautery",en,All the Pretty Horses,7.5246710000000006,"Columbia Pictures, Miramax Films",United States of America,0,117.0,"English, Español",Released,All the Pretty Horses,5.8,60,"Matt Damon, Henry Thomas, Penélope Cruz, Sam Shepard, Robert Patrick, Lucas Black, Jesse Plemons, Rubén Blades",2000,-57000000
